ID,NOMBRE_INSTALACION,REGION,COMUNA,ESTADO_INSTALACION,LATITUD,LONGITUD,DIST_RIO_M,DIST_ZONA_HAB_50P_KM2_M,RIO_1KM,RIO_5KM,HAB_1KM,HAB_5KM
0194-3N,TANIA,Atacama,Copiapó,INACTIVO,-27.4049014637362,-70.3060643276974,113.0,73.1,1,1,1,1
0195-3N,GUGGIANA,Atacama,Copiapó,INACTIVO,-27.354061993026,-70.3550879214409,297.1,66.1,1,1,1,1
0196-3N,DON LUIS 2,Atacama,Tierra Amarilla,INACTIVO,-27.4839138671811,-70.289878035627,166.2,491.7,1,1,1,1
0197-3N,LA FLORIDA 1,Atacama,Copiapó,INACTIVO,-27.4265142233386,-70.264037615937,305.3,340.5,1,1,1,1
0198-3N,LA FLORIDA 2,Atacama,Copiapó,INACTIVO,-27.4261148174614,-70.2630299299777,350.1,390.0,1,1,1,1
0199-3N,EMBALSE DE RELAVES,Atacama,Copiapó,INACTIVO,-27.4048161142602,-70.3523592071343,433.0,303.2,1,1,1,1
0200-3N,MARIPOSA,Atacama,Vallenar,EN CONSTRUCCION,-28.6798446060564,-70.8237983336876,442.6,5932.0,1,1,0,0
0201-3N,AMANDA (EX CHARITO),Atacama,Copiapó,ABANDONADO,-27.4113014909016,-70.3628011689973,452.2,201.7,1,1,1,1
0202-3N,OJOS DE AGUA,Atacama,Copiapó,ACTIVO,-27.4086851556107,-70.3523397678212,146.5,546.1,1,1,1,1
0203-3N,CERRO NEGRO NORTE,Atacama,Copiapó,ACTIVO,-27.127671919077,-70.3630570704192,766.3,2908.9,1,1,0,1
0204-3N,DEPÓSITO DE RELAVES FILTRADOS – PLANTA DE PELLETS,Atacama,Huasco,ACTIVO,-28.4938643090836,-71.2525000302842,4615.3,844.6,0,1,1,1
0205-4N,EL ROMERAL,Coquimbo,La Serena,INACTIVO,-29.7257057683364,-71.2224859376893,361.2,430.5,1,1,1,1
0206-4N,EL TRIGO,Coquimbo,La Serena,ACTIVO,-29.7593241244913,-71.2363528834678,762.5,2378.5,1,1,0,1
0207-3N,LAS CRUCES,Atacama,Copiapó,ACTIVO,-27.4504649796096,-70.3259720152912,1467.9,640.3,0,1,1,1
0208-3N,LAS CRUCES 2,Atacama,Copiapó,EN CONSTRUCCION,-27.4456852443533,-70.3115796304131,1898.7,885.4,0,1,1,1
0209-3N,EL BUITRE,Atacama,Tierra Amarilla,ABANDONADO,-27.4807314442354,-70.288310119947,518.1,134.2,1,1,1,1
0210-3N,SAN JOSE,Atacama,Tierra Amarilla,ABANDONADO,-27.4823053094627,-70.279047115411,344.0,330.0,1,1,1,1
0211-3N,ARENAS EL TAMBO,Atacama,Tierra Amarilla,ACTIVO,-28.1896000729189,-69.5535067166275,1.9,22597.7,1,1,0,0
0212-3N,LAMAS LA BREA,Atacama,Tierra Amarilla,ACTIVO,-28.1326825356835,-69.6242701036217,158.4,15518.7,1,1,0,0
0213-3N,PABELLON,Atacama,Tierra Amarilla,ABANDONADO,-27.6535671910616,-70.2356886242049,26.8,9107.2,1,1,0,0
0214-3N,RIO HUASCO,Atacama,Caldera,INACTIVO,-27.0305321641671,-70.8148374238706,2968.5,1741.3,0,1,0,1
0215-3N,DOMEYKO 1,Atacama,Vallenar,ABANDONADO,-28.9577593843296,-70.8826692670403,166.9,688.6,1,1,1,1
0216-3N,DOMEYKO 2,Atacama,Vallenar,ABANDONADO,-28.9565654941763,-70.8863347081008,34.9,321.5,1,1,1,1
0217-3N,DOMEYKO 3,Atacama,Vallenar,ABANDONADO,-28.9551898966173,-70.8867395379244,117.2,207.0,1,1,1,1
0218-3N,DOMEYKO 4,Atacama,Vallenar,ABANDONADO,-28.9552632184457,-70.8850152314183,109.1,371.5,1,1,1,1
0219-3N,DOMEYKO 5,Atacama,Vallenar,ABANDONADO,-28.9551751716777,-70.8858213450943,118.8,292.7,1,1,1,1
0220-3N,SOLIS 1,Atacama,Vallenar,INACTIVO,-28.5523035829214,-70.7628828449842,24.4,265.9,1,1,1,1
0221-3N,SOLIS 2,Atacama,Vallenar,INACTIVO,-28.5518408108952,-70.7623375316259,26.8,333.2,1,1,1,1
0222-3N,DESCONOCIDO,Atacama,Diego de Almagro,ABANDONADO,-26.7556322914078,-69.9083797805524,196.2,40923.0,1,1,0,0
0223-3N,TRANQUE DE RELAVE,Atacama,Diego de Almagro,INACTIVO,-26.7559882846674,-69.9121359587699,107.7,40843.7,1,1,0,0
0224-3N,OMEGA 1,Atacama,Diego de Almagro,ABANDONADO,-26.7489834703044,-69.9133542860007,320.0,40069.9,1,1,0,0
0225-3N,OMEGA 2,Atacama,Diego de Almagro,ABANDONADO,-26.7490153316048,-69.9140410618866,266.9,40052.1,1,1,0,0
0226-3N,OMEGA 3,Atacama,Diego de Almagro,ABANDONADO,-26.7489407945599,-69.9137291349493,295.5,40053.9,1,1,0,0
0227-3N,RIOSAL 1-2-3-4-5-6,Atacama,Diego de Almagro,ABANDONADO,-26.3974742335047,-70.0651902365479,48.9,197.4,1,1,1,1
0228-3N,EMBALSE DE RELAVE,Atacama,Diego de Almagro,ABANDONADO,-26.3974158529216,-70.0684927942818,55.4,490.2,1,1,1,1
0229-3N,CASTELLON,Atacama,Copiapó,ABANDONADO,-27.3864764269324,-70.3361343959362,70.9,303.6,1,1,1,1
0230-3N,FLORENCIA 1,Atacama,Copiapó,ABANDONADO,-27.40544884994,-70.3505476488199,252.9,355.5,1,1,1,1
0231-3N,FLORENCIA 2,Atacama,Copiapó,ABANDONADO,-27.4055799027869,-70.3515230417405,315.1,400.2,1,1,1,1
0232-3N,LA PEPA 1,Atacama,Tierra Amarilla,INACTIVO,-27.2603129842403,-69.2905169398635,246.0,,1,1,0,0
0233-3N,LA PEPA 2,Atacama,Tierra Amarilla,INACTIVO,-27.2577450152211,-69.2917671905186,343.2,,1,1,0,0
0234-3N,SAN ESTEBAN 1,Atacama,Copiapó,INACTIVO,-27.394974320893,-70.3123824167464,72.0,195.3,1,1,1,1
0235-3N,SAN ESTEBAN 2A,Atacama,Copiapó,INACTIVO,-27.3956044677313,-70.3128806926648,11.2,111.7,1,1,1,1
0236-3N,SAN ESTEBAN 2B,Atacama,Copiapó,INACTIVO,-27.3963127038261,-70.3135392124893,111.9,21.9,1,1,1,1
0237-3N,PEDRO AGUIRRE CERDA 1,Atacama,Tierra Amarilla,ABANDONADO,-27.4954881890139,-70.2594642569088,862.8,408.5,1,1,1,1
0238-3N,PEDRO AGUIRRE CERDA 2,Atacama,Tierra Amarilla,ABANDONADO,-27.4956674913462,-70.260413231021,779.7,335.7,1,1,1,1
0239-3N,PEDRO AGUIRRE CERDA 3,Atacama,Tierra Amarilla,ABANDONADO,-27.4971115254163,-70.2599361630732,708.5,388.4,1,1,1,1
0240-3N,PEDRO AGUIRRE CERDA 4-6,Atacama,Tierra Amarilla,ABANDONADO,-27.490834550226,-70.2616907312116,768.0,381.4,1,1,1,1
0241-3N,PEDRO AGUIRRE CERDA 5,Atacama,Tierra Amarilla,ABANDONADO,-27.4945954360945,-70.2611001411934,755.4,319.2,1,1,1,1
0242-3N,GOLD SILVER,Atacama,Diego de Almagro,INACTIVO,-26.7542039971053,-69.9086644205236,280.8,40764.3,1,1,0,0
0243-3N,AMOLANAS,Atacama,Tierra Amarilla,ABANDONADO,-28.0070212511104,-70.014675458992,9.1,4058.7,1,1,0,1
0244-3N,ELISA DE BORDOS 3,Atacama,Tierra Amarilla,ACTIVO,-27.7231595492638,-70.1883614090104,531.0,13875.7,1,1,0,0
0245-3N,LAS BOMBAS 1,Atacama,Chañaral,ABANDONADO,-26.0335435524175,-70.4342851955522,254.1,36125.6,1,1,0,0
0246-3N,LAS BOMBAS 2,Atacama,Chañaral,ABANDONADO,-26.0340056187757,-70.4351953487584,220.8,36037.5,1,1,0,0
0247-3N,LAS BOMBAS 3,Atacama,Chañaral,ABANDONADO,-26.0338479225736,-70.4356077188839,178.5,36033.4,1,1,0,0
0248-3N,TRANQUE DE RELAVE ,Atacama,Freirina,ABANDONADO,-28.5169397961545,-71.0478084911477,418.1,450.5,1,1,1,1
0249-3N,CHARLOTTE 2,Atacama,Vallenar,ABANDONADO,-28.5349394328992,-70.7411702219184,868.7,665.4,1,1,1,1
0250-3N,RELAVE EL DONKEY,Atacama,Vallenar,ACTIVO,-28.168105115727,-70.5999070892084,207.1,4513.4,1,1,0,1
0251-3N,TRANQUE DE RELAVE,Atacama,Vallenar,ACTIVO,-28.0610556749333,-70.6918584623293,390.1,10768.4,1,1,0,0
0252-3N,TRANQUE DE RELAVE,Atacama,Copiapó,ABANDONADO,-27.4076796173698,-70.6430097756369,1177.6,3132.7,0,1,0,1
0253-3N,TRANQUE DE RELAVE,Atacama,Copiapó,ABANDONADO,-27.3553069272613,-70.3539262184594,182.2,167.7,1,1,1,1
0254-3N,EMBALSE DE RELAVE,Atacama,Copiapó,ACTIVO,-27.4068067897671,-70.3550066838648,399.2,249.2,1,1,1,1
0255-3N,RELAVE 1,Atacama,Copiapó,INACTIVO,-27.4061491981435,-70.3529262728301,376.6,300.9,1,1,1,1
0256-3N,CACHIYUYO1-2,Atacama,Vallenar,ABANDONADO,-29.0476452040961,-70.8877668647341,176.8,1406.9,1,1,0,1
0257-3N,TRANQUE DE RELAVE,Atacama,Copiapó,ABANDONADO,-27.3919186526301,-70.342904361336,379.7,603.7,1,1,1,1
0258-3N,DEPOSITO RELAVE FILTRADO,Atacama,Diego de Almagro,ACTIVO,-26.3580868173329,-70.0108882013595,1179.1,3830.6,0,1,0,1
0259-3N,SANTO DOMINGO,Atacama,Diego de Almagro,EN CONSTRUCCION,-26.4616348478085,-69.9748548190719,1181.5,8963.4,0,1,0,0
0260-3N,SALARES NORTE,Atacama,Diego de Almagro,ACTIVO,-26.0164379948156,-68.8768118255196,1516.5,,0,1,0,0
0261-3N,VICTORIA,Atacama,Copiapó,ABANDONADO,-27.3735740918569,-70.3341320488817,260.8,448.3,1,1,1,1
0262-3N,DEPOSITO DE RELAVES PAPAPIETRO SECTOR VIÑITA BLANCA,Atacama,Copiapó,ABANDONADO,-27.4187174730737,-70.2941596664837,334.8,402.3,1,1,1,1
0263-3N,PAPAPIETRO,Atacama,Copiapó,ABANDONADO,-27.3811280344225,-70.3274528178917,36.5,339.1,1,1,1,1
0264-1N,TRANQUE,Tarapacá,Pozo Almonte,ABANDONADO,-20.6128458496183,-69.687827010817,2572.2,12200.9,0,1,0,0
0265-1N,DEPOSITO SUR,Tarapacá,Pozo Almonte,ABANDONADO,-20.6100545256297,-69.6892705823372,2263.6,12399.8,0,1,0,0
0266-4N,EL PINGO ,Coquimbo,Monte Patria,EN CONSTRUCCION,-30.840660748354,-70.5826488064849,133.7,11788.3,1,1,0,0
0267-4N,RELAVES ANTIGUOS,Coquimbo,Monte Patria,ABANDONADO,-30.8421698513428,-70.5818336042211,55.8,11891.2,1,1,0,0
0268-4N,SAN MIGUEL 1 (EX-ANDACOLLO 1),Coquimbo,Andacollo,ABANDONADO,-30.2340291751849,-71.0657366406582,1228.8,746.5,0,1,1,1
0269-4N,SAN MIGUEL 2 (EX-ANDACOLLO 2),Coquimbo,Andacollo,ABANDONADO,-30.2331670666949,-71.0674695117601,1133.4,594.9,0,1,1,1
0270-4N,SAN MIGUEL 3 (EX-ANDACOLLO 3),Coquimbo,Andacollo,ABANDONADO,-30.2339412083055,-71.0673525396641,1219.0,632.6,0,1,1,1
0271-4N,SAN MIGUEL 4 (EX-ANDACOLLO 4),Coquimbo,Andacollo,ABANDONADO,-30.2326608273545,-71.0670529387529,1077.5,591.5,0,1,1,1
0272-4N,SAN MIGUEL 5 (EX-ANDACOLLO 5),Coquimbo,Andacollo,ABANDONADO,-30.2333323510323,-71.0664423808218,1151.7,682.8,0,1,1,1
0273-4N,SAN MIGUEL 6 (EX-ANDACOLLO 6),Coquimbo,Andacollo,ABANDONADO,-30.233096476582,-71.0656026636278,1125.6,734.4,0,1,1,1
0274-4N,PUNITAQUI 1,Coquimbo,Punitaqui,ABANDONADO,-30.8399024472789,-71.2494660470642,648.4,316.4,1,1,1,1
0275-4N,PUNITAQUI 2,Coquimbo,Punitaqui,ABANDONADO,-30.8397407492329,-71.2497868763938,617.7,327.8,1,1,1,1
0276-4N,RELAVE TRIUNFO,Coquimbo,Punitaqui,ABANDONADO,-30.8245562776117,-71.0728959556377,117.1,7785.6,1,1,0,0
0277-4N,RELAVE PUNITAQUI 1-2,Coquimbo,Punitaqui,ABANDONADO,-30.8485124801747,-71.2531030930312,184.5,333.9,1,1,1,1
0278-4N,CAMILA 1-2 ,Coquimbo,Punitaqui,ABANDONADO,-30.8628346298789,-71.247789935443,12.1,68.1,1,1,1,1
0279-4N,HERNANDEZ 1,Coquimbo,Illapel,ABANDONADO,-31.6068280439559,-71.1283974644705,352.9,313.5,1,1,1,1
0280-4N,HERNANDEZ 2,Coquimbo,Illapel,ABANDONADO,-31.6071654726364,-71.1279775847154,298.4,367.4,1,1,1,1
0281-4N,EL INDIO,Coquimbo,Vicuña,ABANDONADO,-29.7840878068225,-69.9884294677447,12.7,39283.0,1,1,0,0
0282-4N,PASTOS LARGOS,Coquimbo,Vicuña,INACTIVO,-29.7942603891366,-70.0005058431054,151.9,37944.4,1,1,0,0
0283-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2346908883472,-71.0890854652413,352.9,358.1,1,1,1,1
0284-4N,LOS LEONES 1,Coquimbo,Andacollo,ABANDONADO,-30.2265624214993,-71.0539368042053,96.7,1777.1,1,1,0,1
0285-4N,LOS LEONES 2,Coquimbo,Andacollo,ABANDONADO,-30.2276314609015,-71.0542292913045,195.5,1730.8,1,1,0,1
0286-4N,RELAVES ANTIGUOS,Coquimbo,Andacollo,ABANDONADO,-30.2258225633631,-71.0539676890183,45.3,1791.4,1,1,0,1
0287-4N,SILVA,Coquimbo,Andacollo,ABANDONADO,-30.2253785693521,-71.0877206434071,593.3,467.2,1,1,1,1
0288-4N,PALMIRA 1,Coquimbo,Andacollo,INACTIVO,-30.2249495364842,-71.081484322314,171.9,421.8,1,1,1,1
0289-4N,PALMIRA 2,Coquimbo,Andacollo,INACTIVO,-30.2254149777618,-71.0822044207142,190.3,491.6,1,1,1,1
0290-4N,ACOPIO DE RELAVES PALMIRA,Coquimbo,Andacollo,INACTIVO,-30.2241561765959,-71.0810175515202,195.6,326.5,1,1,1,1
0291-4N,SAN JUAN ,Coquimbo,Andacollo,ABANDONADO,-30.2418888168276,-71.0897628300775,418.0,449.9,1,1,1,1
0292-4N,IRENE 1,Coquimbo,Andacollo,ABANDONADO,-30.2264409968365,-71.0705619690342,389.7,377.0,1,1,1,1
0293-4N,IRENE 2,Coquimbo,Andacollo,ABANDONADO,-30.2267030615482,-71.0714109926598,418.7,324.9,1,1,1,1
0294-4N,IRENE 3,Coquimbo,Andacollo,ABANDONADO,-30.2268101962865,-71.0707163160616,430.5,333.6,1,1,1,1
0295-4N,LOS LITRES 1-2,Coquimbo,Andacollo,ABANDONADO,-30.2203921386662,-71.099135797668,1783.6,1003.5,0,1,0,1
0296-4N,PUNTA CALETONES 1,Coquimbo,Andacollo,ABANDONADO,-30.2229477826596,-71.0742690413357,3.4,620.4,1,1,1,1
0297-4N,PUNTA CALETONES 2,Coquimbo,Andacollo,ABANDONADO,-30.2228201699779,-71.0755241673359,10.7,501.6,1,1,1,1
0298-4N,PUNTA CALETONES 3,Coquimbo,Andacollo,ABANDONADO,-30.2233737094112,-71.0759097993019,50.5,493.0,1,1,1,1
0299-4N,PUNTA CALETONES 4,Coquimbo,Andacollo,ABANDONADO,-30.2235275457061,-71.0752717807241,67.5,555.3,1,1,1,1
0300-4N,NUEVA ESPERANZA 1,Coquimbo,Andacollo,ABANDONADO,-30.2563537769262,-71.0756747175588,1359.1,496.2,0,1,1,1
0301-4N,NUEVA ESPERANZA 2A,Coquimbo,Andacollo,ABANDONADO,-30.2570559542966,-71.0767365943657,1275.9,447.2,0,1,1,1
0302-4N,NUEVA ESPERANZA 2B,Coquimbo,Andacollo,ABANDONADO,-30.2570835845823,-71.0774595762559,1209.6,396.6,0,1,1,1
0303-4N,ROSARIO 1,Coquimbo,Combarbalá,INACTIVO,-31.0957564642711,-70.9195116887587,401.8,2628.8,1,1,0,1
0304-4N,ROSARIO 2,Coquimbo,Combarbalá,INACTIVO,-31.0961863502714,-70.9197817439206,351.3,2602.5,1,1,0,1
0305-4N,TRANQUE EMERGENCIA,Coquimbo,Combarbalá,INACTIVO,-31.0967386642228,-70.9205885890307,253.1,2526.1,1,1,0,1
0306-4N,PRINCESA Y ANDRONICA 1,Coquimbo,Andacollo,ABANDONADO,-30.2217163217111,-71.1075505980583,2375.7,893.7,0,1,1,1
0307-4N,PRINCESA Y ANDRONICA 2,Coquimbo,Andacollo,ABANDONADO,-30.222081597471,-71.1078390024697,2383.2,861.6,0,1,1,1
0308-4N,PRINCESA Y ANDRONICA 3,Coquimbo,Andacollo,ABANDONADO,-30.2216643012698,-71.1082845168995,2441.7,918.0,0,1,1,1
0309-4N,PRINCESA Y ANDRONICA 4,Coquimbo,Andacollo,ABANDONADO,-30.2206563726231,-71.107957708046,2464.4,1016.9,0,1,0,1
0310-4N,PRINCESA Y ANDRONICA 5,Coquimbo,Andacollo,ABANDONADO,-30.2200620186642,-71.1078021599657,2483.4,1077.5,0,1,0,1
0311-4N,ACOPIO DE RELAVES WILSON AQUILES,Coquimbo,Coquimbo,INACTIVO,-30.1242379363609,-71.209456270195,172.9,721.3,1,1,1,1
0312-4N,DEPOSITO DE RELAVES FILTRADOS N° 2,Coquimbo,Coquimbo,EN CONSTRUCCION,-30.1242952848412,-71.2099138250433,159.9,691.6,1,1,1,1
0313-4N,RELAVE PLANTA BUFALO,Coquimbo,Andacollo,ABANDONADO,-30.2310749288432,-71.0568652914239,637.4,1472.9,1,1,0,1
0314-4N,RELAVE PLANTA MARY,Coquimbo,Andacollo,ABANDONADO,-30.2267711920666,-71.0834727441262,184.0,427.9,1,1,1,1
0315-4N,TRANQUE DE RELAVE ,Coquimbo,Andacollo,ABANDONADO,-30.2360556970269,-71.0840827209198,128.3,408.2,1,1,1,1
0316-4N,TRANQUE 1 (EX LA EXOTICA 1),Coquimbo,Andacollo,ABANDONADO,-30.2383302354606,-71.0947016061671,893.0,233.6,1,1,1,1
0317-4N,TRANQUE 2 (EX LA EXOTICA 2),Coquimbo,Andacollo,ABANDONADO,-30.2382938209822,-71.094217868479,846.4,278.7,1,1,1,1
0318-4N,MASTER 1 (EX YABU 1),Coquimbo,Combarbalá,INACTIVO,-31.1696269824613,-71.0130785178447,255.4,190.5,1,1,1,1
0319-4N,MASTER 2 (EX YABU 2),Coquimbo,Combarbalá,INACTIVO,-31.1689897215093,-71.0122148399092,147.1,289.5,1,1,1,1
0320-4N,ARIZONA 1,Coquimbo,Andacollo,ABANDONADO,-30.2249288682804,-71.0785233643927,41.5,445.7,1,1,1,1
0321-4N,ARIZONA 2,Coquimbo,Andacollo,ABANDONADO,-30.225252206299,-71.0781986553678,88.6,491.3,1,1,1,1
0322-4N,MONREAL 2,Coquimbo,Andacollo,ABANDONADO,-30.2311351975842,-71.0905578171162,494.6,244.3,1,1,1,1
0323-4N,TRANQUE DE RELAVE ,Coquimbo,Andacollo,ABANDONADO,-30.2257130791866,-71.0704360603375,309.2,456.3,1,1,1,1
0324-4N,LA BRILLANTE,Coquimbo,Andacollo,ABANDONADO,-30.2296391680174,-71.0497515643629,282.6,2147.9,1,1,0,1
0325-4N,TRANQUE DE RELAVE,Coquimbo,Andacollo,ABANDONADO,-30.1716520502019,-71.1057496415678,174.3,5723.0,1,1,0,0
0326-4N,JOHN KENNEDY 1,Coquimbo,Andacollo,ABANDONADO,-30.2243440936747,-71.0559328318346,80.6,1657.9,1,1,0,1
0327-4N,JOHN KENNEDY 2,Coquimbo,Andacollo,ABANDONADO,-30.2240259567703,-71.0563535587871,88.0,1633.0,1,1,0,1
0328-4N,MARTINEZ 1-2-3,Coquimbo,Andacollo,ABANDONADO,-30.2478952458368,-71.0837523977818,421.5,368.8,1,1,1,1
0329-4N,CENTRAL,Coquimbo,Andacollo,ABANDONADO,-30.2254760930882,-71.0767113682957,212.7,577.3,1,1,1,1
0330-4N,INDEY 1,Coquimbo,Andacollo,ABANDONADO,-30.2497287283209,-71.084543088116,484.7,552.7,1,1,1,1
0331-4N,INDEY 2,Coquimbo,Andacollo,ABANDONADO,-30.2498679476303,-71.0852994319481,411.9,519.8,1,1,1,1
0332-4N,INDEY 3,Coquimbo,Andacollo,ABANDONADO,-30.2506120414712,-71.0844176082392,496.7,583.8,1,1,1,1
0333-4N,INDEY 4,Coquimbo,Andacollo,ABANDONADO,-30.2504773764474,-71.0849424577344,446.3,583.2,1,1,1,1
0334-4N,JERALDO 1,Coquimbo,Andacollo,ABANDONADO,-30.2406240919976,-71.0892453834094,368.2,303.2,1,1,1,1
0335-4N,JERALDO 1-2,Coquimbo,Andacollo,ABANDONADO,-30.2332860897486,-71.0517866263157,685.9,1994.6,1,1,0,1
0336-4N,JERALDO 2,Coquimbo,Andacollo,ABANDONADO,-30.2411140173456,-71.0890446714343,348.9,354.7,1,1,1,1
0337-4N,JERALDO 3,Coquimbo,Andacollo,ABANDONADO,-30.2409515360449,-71.0895828749772,400.7,345.0,1,1,1,1
0338-4N,TRANQUE DE RELAVE,Coquimbo,Andacollo,ABANDONADO,-30.2273696163818,-71.0517632404547,31.7,1969.7,1,1,0,1
0339-4N,CARLOS V,Coquimbo,Andacollo,ABANDONADO,-30.2387317342007,-71.0949703109722,918.8,222.3,1,1,1,1
0340-4N,HILDA,Coquimbo,Andacollo,ELIMINADO,-30.210483042766,-71.1004782284656,2600.3,1640.2,0,1,0,1
0341-4N,EMA 1,Coquimbo,Andacollo,ABANDONADO,-30.2428482910091,-71.086389081553,93.5,439.3,1,1,1,1
0342-4N,EMA 2,Coquimbo,Andacollo,ABANDONADO,-30.2439152297825,-71.0862398974598,47.7,353.4,1,1,1,1
0343-4N,JERALDO 1-2-3 ,Coquimbo,Andacollo,ABANDONADO,-30.2414548980459,-71.0863344570991,88.3,455.0,1,1,1,1
0344-4N,DEPOSITO 1,Coquimbo,Andacollo,ABANDONADO,-30.2509259809036,-71.0813600739881,790.8,414.4,1,1,1,1
0345-4N,DEPOSITO 2,Coquimbo,Andacollo,ABANDONADO,-30.2507102400713,-71.0809492845992,829.2,431.3,1,1,1,1
0346-4N,DEPOSITO 3,Coquimbo,Andacollo,ABANDONADO,-30.2505818055621,-71.0804126553951,858.8,442.4,1,1,1,1
0347-4N,DEPOSITO 4,Coquimbo,Andacollo,ABANDONADO,-30.2509698522748,-71.0803916890298,883.9,399.5,1,1,1,1
0348-4N,DEPOSITO 5,Coquimbo,Andacollo,ABANDONADO,-30.2514374378673,-71.0811873109061,807.4,355.6,1,1,1,1
0349-4N,DEPOSITO 6,Coquimbo,Andacollo,ABANDONADO,-30.2521604710298,-71.0809515681185,830.0,272.8,1,1,1,1
0350-4N,DEPOSITO 7,Coquimbo,Andacollo,ABANDONADO,-30.2517503592728,-71.0807681646216,847.7,315.0,1,1,1,1
0351-4N,MIRAFLORES 1,Coquimbo,Andacollo,ABANDONADO,-30.2408250515417,-71.0882300951706,270.6,325.5,1,1,1,1
0352-4N,MIRAFLORES 2,Coquimbo,Andacollo,ABANDONADO,-30.2404048795709,-71.0889600727139,340.8,275.9,1,1,1,1
0353-4N,MIRAFLORES 3,Coquimbo,Andacollo,ABANDONADO,-30.2394916840716,-71.0891206114869,356.2,177.8,1,1,1,1
0354-4N,TRANQUE DE 1-2 ,Coquimbo,Andacollo,ELIMINADO,-30.230393518066,-71.083749471112,58.8,332.9,1,1,1,1
0355-4N,TRANQUE DE RELAVE,Coquimbo,Andacollo,ABANDONADO,-30.2289551009277,-71.051636458912,207.0,1967.8,1,1,0,1
0356-4N,CONCEPCION 1,Coquimbo,Andacollo,ABANDONADO,-30.2304859951753,-71.1163287034743,2974.4,1054.3,0,1,0,1
0357-4N,CONCEPCION 2,Coquimbo,Andacollo,ABANDONADO,-30.23031575516,-71.1158719159245,2931.1,1008.9,0,1,0,1
0358-4N,FLORA 1,Coquimbo,Andacollo,ABANDONADO,-30.2260543350716,-71.0865413199179,458.7,444.3,1,1,1,1
0359-4N,FLORA 2,Coquimbo,Andacollo,ABANDONADO,-30.2258825902137,-71.0872502038883,522.6,433.8,1,1,1,1
0360-4N,FLORA 3,Coquimbo,Andacollo,ABANDONADO,-30.2256349477867,-71.0882539184394,613.4,439.1,1,1,1,1
0361-4N,LOS VALIENTES 2,Coquimbo,Andacollo,ABANDONADO,-30.2401623627816,-71.0943584095376,859.9,361.0,1,1,1,1
0362-4N,TRANQUE 1-2,Coquimbo,Andacollo,ABANDONADO,-30.2487131174603,-71.1042429961059,1409.7,740.4,0,1,1,1
0363-4N,URQUIETA 1 ,Coquimbo,Andacollo,ABANDONADO,-30.2504717051208,-71.1069848431798,1673.4,1055.1,0,1,0,1
0364-4N,URQUIETA 2 ,Coquimbo,Andacollo,ABANDONADO,-30.2502749726656,-71.1061749563326,1595.5,981.1,0,1,1,1
0365-4N,TRANQUE DE RELAVE 1,Coquimbo,Coquimbo,INACTIVO,-30.2015700050606,-71.2452443032488,1058.9,377.2,0,1,1,1
0366-4N,TRANQUE DE RELAVE 2,Coquimbo,Coquimbo,INACTIVO,-30.1987763426627,-71.2447365282145,1107.7,359.2,0,1,1,1
0367-4N,TRANQUE DE RELAVE 3,Coquimbo,Coquimbo,INACTIVO,-30.2015581962963,-71.2438551870777,1192.5,456.4,0,1,1,1
0368-4N,TRANQUE DE RELAVE 4,Coquimbo,Coquimbo,INACTIVO,-30.2017277987108,-71.2408138258156,1274.7,373.0,0,1,1,1
0369-4N,AMPLIACION TRANQUE DE RELAVES 4,Coquimbo,Coquimbo,INACTIVO,-30.2015618405339,-71.2424225436802,1330.3,486.3,0,1,1,1
0370-4N,TRANQUE DE RELAVE 3A-4A,Coquimbo,Coquimbo,INACTIVO,-30.1998775581843,-71.2448975288862,1092.2,452.9,0,1,1,1
0371-4N,EMBALSE DE RELAVES,Coquimbo,Coquimbo,ACTIVO,-30.1981097378667,-71.2422169439782,1112.5,391.9,0,1,1,1
0372-4N,DEPOSITO FILTRADO,Coquimbo,Coquimbo,ACTIVO,-30.2036927784972,-71.2412952183093,1438.8,263.9,0,1,1,1
0373-RM,TRANQUE DE RELAVE,Metropolitana de Santiago,Alhué,ABANDONADO,-34.0300391330422,-70.9169083379692,44.7,5506.1,1,1,0,0
0374-7C,LAS PALMAS,Maule,Pencahue,INACTIVO,-35.1858402645356,-71.7587477624562,227.2,9823.2,1,1,0,0
0375-4N,DINA 1-2-3-4,Coquimbo,Coquimbo,ABANDONADO,-29.9626619718251,-71.3191474581559,110.8,284.5,1,1,1,1
0376-4N,SAN RAMON,Coquimbo,Coquimbo,ABANDONADO,-29.9862064813627,-71.2382233407997,867.0,195.8,1,1,1,1
0377-4N,DON MOISES 1,Coquimbo,La Higuera,ABANDONADO,-29.3732512761081,-71.0800733640413,414.0,5597.8,1,1,0,0
0378-4N,DON MOISES 2,Coquimbo,La Higuera,ABANDONADO,-29.3724508400083,-71.0804935939885,325.0,5566.0,1,1,0,0
0379-4N,ACOPIO DON MOISES,Coquimbo,La Higuera,ABANDONADO,-29.3728301308468,-71.0810914852033,309.1,5637.0,1,1,0,0
0380-4N,ELENA 1 ,Coquimbo,La Higuera,ABANDONADO,-29.3611376146083,-71.1194184450998,381.0,8237.0,1,1,0,0
0381-4N,ELENA 3 ,Coquimbo,La Higuera,ABANDONADO,-29.3606812399554,-71.1203899679592,431.5,8311.2,1,1,0,0
